Display Name,Card Code
[xsbp04] Grand Resonance,xsbp04
[xsbp03] Broken Neonlights,xsbp03
[xsbp02] Exceed Rampage,xsbp02
[xsbp01] Luminous Daybreak,xsbp01
[xsst02] 魔王降臨,xsst02
[xsst01] 初の栄冠,xsst01
[xspr100] PR-001～100,xspr100
[xslo100] LEADERS OPEN,xslo100
