Display Name,Card Code
[eiketu6.0] 古幻相剋の八象,eiketu6.0
[eiketu5.0] 七海の彩旗,eiketu5.0
[eiketu4.0] 二天双龍の闘い,eiketu4.0
[eiketu3.0] 六極の煌剣,eiketu3.0
[eiketu2.0] 廻天の五芒星,eiketu2.0
[eiketu1.0] 三千世界の波動,eiketu1.0
[locate1.0] ロケテスト,locate1.0
[eiketupromo] バサラ武将,eiketupromo
