groupId,groupName,groupAbbreviation,groupIsSupplemental,groupPublishedOn,groupModifiedOn,productId,productName,cleanName,imageUrl,categoryId,productUrl,productModifiedOn,imageCount,isPresale,releasedOn,subTypeName,lowPrice,midPrice,highPrice,marketPrice,directLowPrice
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683745,Tauros - 094/083,Tauros 094 083,https://tcgplayer-cdn.tcgplayer.com/product/683745_200w.jpg,85,https://www.tcgplayer.com/product/683745/pokemon-japan-m4-ninja-spinner-tauros-094-083,2026-03-13T13:39:04.943,1,False,,Holofoil,1.85,3.25,12.0,2.56,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683746,Watchog - 095/083,Watchog 095 083,https://tcgplayer-cdn.tcgplayer.com/product/683746_200w.jpg,85,https://www.tcgplayer.com/product/683746/pokemon-japan-m4-ninja-spinner-watchog-095-083,2026-03-13T13:39:05.023,1,False,,Holofoil,1.6,2.9,4.99,2.67,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683747,Beedrill ex - 096/083,Beedrill ex 096 083,https://tcgplayer-cdn.tcgplayer.com/product/683747_200w.jpg,85,https://www.tcgplayer.com/product/683747/pokemon-japan-m4-ninja-spinner-beedrill-ex-096-083,2026-03-13T13:39:05.083,1,False,,Holofoil,4.0,6.0,10.0,5.36,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683748,Mega Pyroar ex - 097/083,Mega Pyroar ex 097 083,https://tcgplayer-cdn.tcgplayer.com/product/683748_200w.jpg,85,https://www.tcgplayer.com/product/683748/pokemon-japan-m4-ninja-spinner-mega-pyroar-ex-097-083,2026-03-13T13:39:05.177,1,False,,Holofoil,2.97,4.64,23.0,3.89,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683749,Mega Greninja ex - 098/083,Mega Greninja ex 098 083,https://tcgplayer-cdn.tcgplayer.com/product/683749_200w.jpg,85,https://www.tcgplayer.com/product/683749/pokemon-japan-m4-ninja-spinner-mega-greninja-ex-098-083,2026-03-13T13:39:05.257,1,False,,Holofoil,12.75,17.0,45.0,13.09,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683750,Mega Floette ex - 099/083,Mega Floette ex 099 083,https://tcgplayer-cdn.tcgplayer.com/product/683750_200w.jpg,85,https://www.tcgplayer.com/product/683750/pokemon-japan-m4-ninja-spinner-mega-floette-ex-099-083,2026-03-13T13:39:05.333,1,False,,Holofoil,4.49,5.43,25.0,4.82,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683751,Gourgeist ex - 100/083,Gourgeist ex 100 083,https://tcgplayer-cdn.tcgplayer.com/product/683751_200w.jpg,85,https://www.tcgplayer.com/product/683751/pokemon-japan-m4-ninja-spinner-gourgeist-ex-100-083,2026-03-13T13:39:05.413,1,False,,Holofoil,2.0,2.4,18.5,2.3,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683752,Cobalion ex - 101/083,Cobalion ex 101 083,https://tcgplayer-cdn.tcgplayer.com/product/683752_200w.jpg,85,https://www.tcgplayer.com/product/683752/pokemon-japan-m4-ninja-spinner-cobalion-ex-101-083,2026-03-13T13:39:05.48,1,False,,Holofoil,3.0,3.93,15.0,3.53,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683753,Mega Dragalge ex - 102/083,Mega Dragalge ex 102 083,https://tcgplayer-cdn.tcgplayer.com/product/683753_200w.jpg,85,https://www.tcgplayer.com/product/683753/pokemon-japan-m4-ninja-spinner-mega-dragalge-ex-102-083,2026-03-13T13:39:05.56,1,False,,Holofoil,2.85,4.79,17.0,4.34,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683754,Cinccino ex - 103/083,Cinccino ex 103 083,https://tcgplayer-cdn.tcgplayer.com/product/683754_200w.jpg,85,https://www.tcgplayer.com/product/683754/pokemon-japan-m4-ninja-spinner-cinccino-ex-103-083,2026-03-13T13:39:05.623,1,False,,Holofoil,5.7,7.49,12.5,5.7,
