groupId,groupName,groupAbbreviation,groupIsSupplemental,groupPublishedOn,groupModifiedOn,productId,productName,cleanName,imageUrl,categoryId,productUrl,productModifiedOn,imageCount,isPresale,releasedOn,subTypeName,lowPrice,midPrice,highPrice,marketPrice,directLowPrice
24781,Mega Evolution Unnumbered Energies,,True,2025-09-05T00:00:00,2026-07-22T14:57:27.573,707354,Basic Darkness Energy,Basic Darkness Energy,https://tcgplayer-cdn.tcgplayer.com/product/707354_200w.jpg,85,https://www.tcgplayer.com/product/707354/pokemon-japan-mega-evolution-unnumbered-energies-basic-darkness-energy,2026-07-22T14:57:27.573,1,False,,Normal,0.29,0.29,0.29,,
24781,Mega Evolution Unnumbered Energies,,True,2025-09-05T00:00:00,2026-07-22T14:57:27.573,707355,Basic Psychic Energy,Basic Psychic Energy,https://tcgplayer-cdn.tcgplayer.com/product/707355_200w.jpg,85,https://www.tcgplayer.com/product/707355/pokemon-japan-mega-evolution-unnumbered-energies-basic-psychic-energy,2026-07-22T14:50:52.61,1,False,,Normal,0.29,0.29,0.29,,
